Item Number,Old product code,LOCAL ITEM NAME TRANSLATION,UPC Code,Primary Units Type
2002753,3450038,Drenāžas caurule D.34*2000mm (Adler 60561),2000000124902,Piece
2002754,3450177,Drenāžas caurule 20*62mm 2gab.,2000000103105,Piece
2002755,3450179,Silikona tvaika trubiņa (3450179),2000000104850,Piece
2002756,3455410,Sildelements 1400W 230V,2000000109572,Piece
2002757,3455432,Sildelements RSV-050 150W 230V,2000000129532,Piece
2002758,345953,Ieslēgšanas poga,2000000066080,Piece
2002760,3501059,Skalošanas sprausla 2.5mm,2000000100647,Piece
2002761,3501091,Sprausla,2000000149707,Piece
2002762,3501105,Sprausla,2000000149714,Piece
2002763,3526153,Tangensālais ventilātors 180mm labais,2000000129105,Piece
2002764,360112,Paneļa uzlīme RT507CC grilam,2000000017709,Piece
2002766,361501,Vitrīnas stikla gumijas atdure Ubert (361501),2000000048796,Piece
2002768,366.094,Lampa ar flakonu 33W/240V 66733 G9,2000000112077,Piece
2002769,37-111-02,"PCB relejs 12 VDC 640 MW, JSM1-12V-5",2000000072302,Piece
2002770,37-872-56,Brīdinājuma skaņas elements,2000000129693,Piece
2002771,37.00784,Piena līnijas un kafijas atdalīšanas plastmasa (melna),2000000119014,Piece
2002772,37.00802,Konteinera turētājs Plus 5 (37.00802),2000000150239,Piece
2002773,37.00804,Trauka vāka atvēršanas/aizvērš skrūve La San Marco,2000000131610,Piece
2002774,37.00808,Vāks kafijas konteinerim,2000000144368,Piece
2002775,37.00828,Kolektors La San Marco,2000000166346,Piece
2002776,3700397,"Eņģe assy, hromēta",2000000161914,Piece
2002777,370241,ISI gourmet profi 0.5L pulēts,2000000069456,Piece
2002778,1003114,Gumijas kabelis H07RN-F 3*2.5mm2,2000000138114,Meter
2002779,372827,Blīve kompresoram Bitzer,2000005001505,Piece
2002780,3743070,Trauku mašīnas mazgāšanas roka,2000000108087,Piece
2002781,3743275,Mazgājamās rokas turētājs RV81,2000000100715,Piece
2002783,3743786,Skrūve skalošanas rokai,2000000100722,Piece
2002785,3754715,Uzlīme Prince 60 Metos,2000000112459,Piece
2002786,3786044,Blīve EPDM D61*47*2mm,2000000162416,Piece
2002787,3786136,Blīve sildelementam un ūdens līmeņa devējam-Metos,2000000104232,Piece
2002788,3786680,Blīve 24*3mm,2000000133836,Piece
2002789,379631,Winterhalter skalojamais līdzeklis Klarspuler S  (10 kg),2000000022949,Piece
2002790,38002106000,Distancers Bizerba,2000000097275,Piece
2002791,38006570000,Blīve GT-7C Tterminālam 1*4mm,2000000151359,Meter
2002792,38008483000,Dzesēšanas gumija (38008483000),2000000139227,Piece
2002793,380103,Motors 208-240V+3MF Kap. RT507,2000000015002,Piece
2002794,38010998001,GT 12C termināls samontēts,2000000087580,Piece
2002796,38017654000,Paplašinājuma modulis tīkla kartei Ethernet 100MBIT,2000000078878,Piece
2002797,38017929000,Instilācijas komplekts IADW40 universāls,2000000099354,Piece
2002798,38026650000,Uzgrieznis,2000000141411,Piece
2002799,38026653000,Skrūve,2000000141398,Piece
2002800,38027622000,Klaviatūras folija GT-7C terminālam,2000000151175,Piece
2002801,3803061,Boilera līmeņa devējs Winterhalter,2000000139050,Piece
2002802,38032880001,Locking bolt (38032880001),2000000156422,Piece
2002803,38037867000,Termogalviņas turētājs EMP,2000000141435,Piece
2002804,38047570000,CWE konveijera lenta 225*325,2000000130231,Piece
2002806,384.357,Ansul tanks S/S,2000000068343,Piece
2002807,384.524,Tostera lampiņa dzeltena 230V,2100000013432,Piece
2002808,384.545,Durvju blīvgumija 638*618mm TK box 1-door,2000000071152,Piece
2002809,384018,Swing door hinge right,2100000014385,Piece
2002810,385.86,Stiprinājums plauktam,2000000084589,Piece
2002811,3922,Lampiņa 220/380V Diam. 14mm sarkana kvadr.,2000005000133,Piece
2002812,39475,Stienis drošības slēdzim R6 kuterim,2000000081250,Piece
2002813,39911,J80U rīve,2000000117850,Piece
2002814,3MM50MM,Siltimuizolācijas lenta 3mm*50mm*9.1m,2000000115993,Piece
2002815,4.51.111.02,Ķēde 8*3,2000000111124,Piece
2002816,4.51.111.03,"Konveijera ķēde 3/8""X7/32",2000000025957,Piece
2002817,4.K1.03C.05,"Siksna zaļa 25mm, unwinding",2000000023946,Meter
2002818,4000258,Sild. kabelis H-101,2000005001963,Piece
2002819,4000270,Pretvibrators 3838-FX,2000005001970,Piece
2002820,4001015,Armēta ūdens caurule DN 16*4.0 Winterhalter,2000000050966,Meter
2002821,4002035,Ūdens pievads DN13*3.5,2000000064826,Meter
2002822,4003392,Pakotājs Digi SA-11 230/1/50 470*585*140mm,2000000075846,Piece
2002823,40110500008,Paplāksne 6.3,2000000031040,Piece
2002824,40140200901,Aizsargaizbāznis,2000000018331,Piece
2002825,40220000201,Aizbāznis skrūves ligzdai 12.2 mm,2000000026336,Piece
2002829,411-57,"Spacer,platen (pkg Of 2)",2100000012602,Piece
2002830,417205,O-Blīve 3.53*73.03,2000000070032,Piece
2002831,4.185E+11,Iztvaikotāja sildelements 950W 230V ISA Telion vitrīnai,2000000131849,Piece
2002832,4.187E+11,Led gaismeklis plauktam L=600 ISA,2000000162751,Piece
2002833,419003,Dekoratīvais stikla panelis Ubert RT508,2000000047966,Piece
2002834,421033,Priekšējais stikls RT507 iekšējais,2000000023458,Piece
2002835,4214701,Mazgāšanas tabletes SCC 100 Gab. (4214701),2000000042084,Piece
2002836,430201023200,Plaukta turētājs (labais) ISA,2000000162775,Piece
2002837,4.30201E+11,Priekšējais plaukta kronšteins ISA,2000000162782,Piece
2002838,4341/6S,Filtrs žāvētājs 4341/6S 18 mm,2000005002908,Piece
2002839,4.36501E+11,Gaismas kastes vāks ET 70,2000000133874,Piece
2002840,4.38301E+11,Barošanas bloka kabelis ISA led gaismeklim,2000000163666,Piece
2002841,442207200000,Dekoratīvā stūra uzlika Expo56,2000000134093,Piece
2002843,4.481E+11,Stikla plaukts ISA,2000000162799,Piece
2002844,46004700,Atspere,2000000134475,Piece
2002845,460207,Amortizātors DSHST71 priekšējam stiklam,2000000156040,Piece
2002846,46121300020,Spiedatspere 6121300020,2000000127224,Piece
2002847,4800079,CDM-T Elite spuldze,2000005002168,Piece
2002848,480P,Transportiera lenta Habasit NFM-8ESBV 365*4700mm Flexproof,2000000106809,Piece
2002849,48F,Filtra elements 42 mm 4813TMM,2000005002915,Piece
2002850,48H,H 48 filtra elements,2000005002922,Piece
2002852,4900025,TL-D super 80 30W/840 Masterl Fluoresences spuldze,2000000155036,Piece
2002853,490018,"Sildpalte,plītij 22cm 220V/2Kw",2000000091570,Piece
2002854,491000174000,"Sānu stikls ISA Metro 93 (labais, skats no operātora)",2000000122885,Piece
2002855,491000175000,"Sānu stikls ISA Metro 93 (kreisais, skats no operātora)",2000000122892,Piece
2002856,49161,Kutera nazis Robot Coupe R6 augšējais,2000000069043,Piece
2002857,5.10.C51,Konvejera siksna PU T10X20 Z=7 3,2000000031552,Piece
2002858,5.8401.14,Swibo atkaulošanas nazis 14cm,2000000094649,Piece
2002859,5.8405.16,Swibo atkaulošanas nazis 16cm (liekts),7611640010231,Piece
2002860,5.8408.10,Swibo atkaulošanas nazis 10cm,2000000095011,Piece
2002861,5.8421.18,"Swibo ādas noņemšanas nazis 18 cm (puselastīgs, liekts)",2000000026268,Piece
2002862,5.8431.29,Swibo miesnieka nazis 29cm V.K. 23129,2000000131818,Piece
2002863,5.8434.20,Swibo miesnieka nazis 20cm,2000000094632,Piece
2002864,5.8441.25,Swibo šķēlēšanas nazis 25cm V.K. 24125,2000000131825,Piece
2002865,5.8443.30,Swibo nazis 30cm,7611640011146,Piece
2002866,5.8444.30,"Swibo naizs ar robotu asmeni 30 cm (elastīgs, apaļš gals) (5.8444.30)",2000000025834,Piece
2002867,5.8451.21,Swibo pavāra nazis 21 cm,7611640011252,Piece
2002869,5.95.005,Ventilators ar sildītāju,2000000139494,Piece
2002870,50003540000,Konveijera Sisksna,2000000088426,Piece
2002871,50008000000,"Zobsiksna 80 420*x1/4"" (50008000000)",2000000012674,Piece
2002872,50009320000,Zobsiksna GLME 9 T2.5*120,2000000085258,Piece
2002873,50009536000,Zobsiksna HTD-300-3M-9 VS12D (50009536000),2000000142012,Piece
2002874,50009544000,Zobsiksna 635-5M-9 slaiserim,2000000012698,Piece
2002875,50009781000,A 400 šķēlētāja naža piedziņas siksna J10-483,2000000012735,Piece
2002876,50009811000,Slaisera piedziņas siksna PJ10-406,2000000134123,Piece
2002877,5002.01.001,Soehnle auguma mērītāja lenta,2000000153186,Piece
2002878,5003.01.001,Soehnle saliekamais auguma mērītājs,2000000153193,Piece
2002879,500HD,Griežamās virsmas slīpēšana,2000000034942,Piece
2002880,5015687,Silikona truba Retigo,2000000160160,Piece
2002881,5027039,Rokturis Mondial 300,2000000114934,Piece
2002882,50281290000,Paplāksne atsperei 20*10.2*0.45 (50281290000),2000000141404,Piece
2002883,502937,Transformators 230V,2000000152974,Piece
2002884,5037072,Blīvgredzens 03112,2000000136844,Piece
2002885,50383040000,Platformas kāja,2000000021539,Piece
2002886,50383190000,Kājiņa GLP printerim (50383190000),2000000016085,Piece
2002887,5038453,Silikona truba D10*17-1M Metos,2000000112657,Piece
2002888,5040.01.001,Soehnle 8320 soma zīdaiņu svariem,2000000153179,Piece
2002889,504437,Braun elktriskā tējkanna  1.7L,2000000107707,Piece
2002890,50493240000,Gaismas barjeras reflektora uzlīme,2000000065595,Piece
2002891,5049973,Drenāžas trauka klipsis,2000000151465,Piece
2002892,505-CR10-28M,Putotāja slotiņa CR10 10L,2000000157832,Piece
2002893,505-RN20-75M,Putotāja trauks 20L,2000000140322,Piece
2002894,5055218,Slēdzis SMEG,2000000108377,Piece
2002895,50601601000,Kondensators 515*60*244H P3.5 STFT16251,2000000122502,Piece
2002896,5060365,Karstā ūdens vārsta krāns,2000000113661,Piece
2002897,5060366,Karstā ūdens vārsta stienis,2000000113685,Piece
2002898,5060368,Silikona caurule ar vārstu ūdens maisītājs/kakao,2000000113692,Piece
2002899,5060369,Silikona caurule boilers-maisītājs,2000000113708,Piece
2002900,5061572,O-Gredzens,2000000117249,Piece
2002901,5061574,Kafijas atbalsts,2000000117294,Piece
2002902,5064084,Blīvgumija 760*630mm Foster,2000000122304,Piece
2002903,5069392,Miksera motors,2000000140803,Piece
2002904,50776260000,Zobsiksna 9 T2.5*265,2000000131771,Piece
2002905,50777290000,Konveijera pievadzobsiksna T5 225X16 GLM-I,2000000030081,Piece
2002906,50777500000,Zobsiksna STS 90 3M-225,2000000081366,Piece
2002907,511150,Žikliera turētājs kreisais,2000000077727,Piece
2002908,512351,"Caurule 1/4"" OD * 12"" GL",2000000152813,Piece
2002909,512352,"Štuceris 1/4""",2000000152806,Piece
2002910,512531,"Sprostgredzens 1/4"" caurulei",2000000152837,Piece
2002911,512536,"Pāreja 1/4"" * 3/8 NPT",2000000152745,Piece
2002912,512546,Savienojums 1/8 BSPT,2000000152752,Piece
2002913,512568,Skaņas signāls ar montāžas plāksni,2000000152929,Piece
2002914,512593,"Līkums 1/4"" * 3/8 NPTF",2000000152738,Piece
2002915,512760,Keksu raudzētāja ventilātors,2000000152950,Piece
2002916,512765,Termostats,2000000152677,Piece
2002917,512777,Temperatūras sensors,2000000152653,Piece
2002918,512791,Raudzētavas sildelements,2000000152660,Piece
2002919,512880,Slēdzis 3 AMP,2000000152691,Piece
2002920,518046,First 2-riņķi elektriskā plītiņa,2000000076676,Piece
2002921,518338,Augšējā sadale Elettrobar,2000000078182,Piece
2002922,518339,Augšēja sadales blīves Elettrobar,2000000078212,Piece
2002923,52004080000,Motors ķēdes mehānismam VS12D,2000000096759,Piece
2002924,52022280000,Piedziņas motors DC GR 42X40 Re30,2000000012872,Piece
2002925,5210230,Augšējais sadalītājs Tekno6 Dihr,2000000075204,Piece
2002926,5210284,Blīve boilera sildelementam AX380,2000000107264,Piece
2002927,525330860,Pulējamais disks 125/15*20,2000000083506,Piece
2002928,525331670,Abrazīvā lenta 710*45 K120 Mado,2000000031873,Piece
2002929,528050,Papīra blīve 71*57,2000000065496,Piece
2002930,532192,O-blīve 1.78*6.07,2000000061467,Piece
2002931,541329,Presostāts Rational,2000005001611,Piece
2002932,550304,Kabeļa stiprinājums PG11,2000000047645,Piece
2002933,5525051,Metāla caurulīte ķīmijai,2000000035598,Piece
2002934,5528255,Ūdens līmeņa slēdzis boilerim,2000000026619,Piece
2002936,56456300000,Uzgrieznis Din 934-M3-A2-70,2000000162065,Piece
2002937,56739060000,Paplāksne Din 125-A6.4-A2-70,2000000107356,Piece
2002938,56764030000,Paplāksne Din 9021-3.2-ST,2000000162058,Piece
2002939,56805470000,Skrūve Din 7985-M4*20-5.8,2000000158235,Piece
2002940,56808610000,Eņģes skrūve,2000000028460,Piece
2002941,57513200,Plastamasa tvertne kases galdam,2000000080697,Piece
2002942,576-608,Indikācijas lampa Ttauku savācējam,2000000061634,Piece
2002943,57743320,Solenoids Checkmark kases galdam,2000000095455,Piece
2002944,57753320000,"Ķīļpaplāksne 3,2",2000000017747,Piece
2002945,57753900000,Sprostgredzens Din6799-9-1.4122,2000000155555,Piece
2002946,58079700,"Atdure ratiņiem alumīnija ""L"" formā (M)",2000000143880,Meter
2002947,581012,Blīvgumija blenderim,2000000072388,Piece
2002948,581580008,Amortiz.hidr. priekš vitrīnas 800N,2000005002328,Piece
2002949,58TT103MM,Termometrs TT103mm,2000005002946,Piece
2002950,5AG,Lodstienis 5%Ag,2000000148380,Piece
2002951,6.1203.30,Swibo Nazis 30cm,2000000134659,Piece
2002952,60002524,Mazgāšanas sprauslu turētājs GS 600,2000000102443,Piece
2002953,60003021,Gredzens sprauslu turētājam,2000000102504,Piece
2002954,60003350,Vadības paneļa atbalsts,2000000120454,Piece
2002955,60003525,Gaisa kameras komplekts (60003525),2000000019048,Piece
2002956,60003802,Mazgāšanas sprauslu gals GS 302,2000000102498,Piece
2002957,60004241100,Regulēšanas plāksnīte 0.025,2000000064062,Piece
2002958,60004241200,Regulēšanas plāksnīte 0.040,2000000064086,Piece
2002959,60004241700,Regulēšanas plāksnīte 0.100,2000000064055,Piece
2002960,60016,Uzgrieznis Spicer 50,2000000078762,Piece
2002961,600185,Ātrās atvienošanas sprausla komplekts,2000000152936,Sett
2002962,600309,Kontroles moduļa servisa kompl,2000000153049,Sett
2002963,600373,Slildīšanas kontroles kompl.,2000000153063,Sett
2002964,6005.2RSR.C3FAG,Gultnis 6005.2RSR.C3Fag,2000000144146,Piece
2002965,60055,Blīvgumija Adler AT60,2000000136608,Piece
2002966,60073,Blīvgumija Adler CF40E,2000000136653,Piece
2002967,60076,Sprauslu turētāja blīve,2000000155678,Piece
2002969,60131,Skrūve 5Max10 Adler CF40E,2000000136677,Piece
2002970,6013212,Motors VCT-2000,2000000127415,Piece
2002971,6017424,Gultnis VCT-2000 (pakā 2 gab.),2000000130743,Piece
2002972,6021250005,Drenāžas sildelements 20W Edesa saldētavai SNG-071-L,2000000156705,Piece
2002973,95900601030,Bizerba service eļļa 30ml (95900601030),2000000027005,Piece
2002974,60240313200,Zobrats ķēdes mehānisma piedziņai VS8D,2000000078410,Piece
2002975,60242200501,Zobrats izkārtojuma sistēmai (A400),2000000016016,Piece
2002976,60242200901,Zobrats (A400),2000000016023,Piece
2002979,60265000104,VS8D slaisera karietes vadības palte,2000000016467,Piece
2002980,6035.1006,Reste GN 1/1 vistu cepšanai,2000000028934,Piece
2002981,60353601701,Vs12D karietes distancers,2000000124162,Piece
2002982,60353801703,Aizsargplāksne SE12D,2000000025438,Piece
2002984,60370119000,Blīvslēga aizsargs,2000000134154,Piece
2002987,60380103401,Atbalsts,2000000021133,Piece
2002988,60380304500,Karietes motors SE 12D,2000000118840,Piece
2002989,60380315703,Šķēlētāja apakšējais vāks,2000000108261,Piece
2002990,60380401500,Roktura atbalsts SE 12,2000000114453,Piece
2002991,60380402101,Slīdnis SE12D,2000000029979,Piece
2002992,60384800500,Uzlīme SE12 D,2000000116174,Piece
2002993,60386400402,Dekoratīvā uzlīme SE12D slaiserim,2000000031699,Piece
2002994,60540102400,Regulēšanas skrūve,2000000029948,Piece
2002995,60540246601,A400 slaisera karietes nospriegujuma atspere,2000000090320,Piece
2002996,60540261100,A400 produktu piespiedēja zobrats,2000000106700,Piece
2002997,60540271900,Magnēts apaļš 10X4mm GLP printerim,2000000023113,Piece
2002998,60540324101,Slēdža rāmis,2000000017792,Piece
2002999,60540500400,Vadītājs,2000000095523,Piece
2003000,60540503600,Plastmasas rullīšu komplekts (60540503600),2000000012995,Piece
2003001,60540503802,Atspere VS8D šķēlētājam (60540503802),2000000013015,Piece
2003002,60540504200,Ķēdes spriegojošais rullītis A 00/VS12D (60540504200),2000000024141,Piece
2003003,60540507000,Ķēdes mehānisma stiprinājuma kronšteins VS12D griezējam,2000000031705,Piece
2003004,60540700202,Korpuss,2000000122106,Piece
2003005,60545000114,Procesoru bloks A400 slaiserim (60545000114),2000000013039,Piece
2003006,60545200118,Barošanas bloks A400 slaiserim,2000000013077,Piece
2003007,60546101000,Lokanais vads A400 slaisera karietei,2000000033389,Piece
2003008,60549402700,A400 priekšējais klaviatūras panelis (60549402700),2000000111223,Piece
2003009,6056349,O-Ring boilerim convotherm 4,2000000163222,Piece
2003010,60567140001,LPB plate A500 (60567140001),2000000157634,Piece
2003012,60660014100,Stienis FK23/32 zāģim,2000000013596,Piece
2003013,60730008200,Produkta piespiedējs S111 iekārtai,2000000031774,Piece
2003014,60730501000,Gaļas irdinātāja asmenis,2000000146164,Piece
2003015,60730705501,Tīrītāja restītes S111 irdinātājam,2000000026558,Piece
2003016,60800113601,Pašlīmējošā uzlīme slaiserim,2000000029986,Piece
2003017,60800201500,Sprostgredzens,2000000018355,Piece
2003018,6080845,Lāpstiņritenis D.101mm,2000000164649,Piece
2003019,60815-800,Lampas turētājs 65*80,2000000128986,Piece
2003020,60820500502,Fiksātors VS12 slaiserim (60820500502),2000000016986,Piece
2003021,60826100301,Interfeisa potenciometrs VS12A,2000000017761,Piece
2003022,60830113700,Pašlīmējošā uzlīme slaiserim,2000000016924,Piece
2003023,60830204801,Sviras pagarinājums,2000000017563,Piece
2003025,60835210108,Displeja barošans plate VS12D,2000000013350,Piece
2003026,60835250153,Barošanas modulis 230V VSD12D,2000000137711,Piece
2003027,60836100200,Vads LPB1-LPB2 slaiserim VS12D,2000000017457,Piece
2003028,60836101100,Lokanais vads VS12D slaiserim (60836101100),2000000031729,Piece
2003029,60836400204,Dekoratīvā displeja folija VS12D slaiserim,2000000013374,Piece
2003030,60840201801,Turētāja plate,2000000031750,Piece
2003031,60850106500,Ķēžu mehānisma piedziņas motors,2000000071183,Piece
2003033,610022,Solenoids ERF 3 16mm,2000005001659,Piece
2003034,61005028,Sūkņa pievada šļūtene DN 24*4. DN 24*4.0,2000000050935,Piece
2003035,61005049,Izvad drenāžas sūkņa caurule,2000000137360,Piece
